id,full_table_name,column_name,metric_name,metric_value,source_value,bucket_start,bucket_end,bucket_duration_hours,updated_at,dimension,dimension_value,metric_properties,created_at
"a9ae0a48-2066-406c-a409-0b8f6d4fed54.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,build_timestamp,1708069184.488545,,,,,2024-02-16 08:39:44.000000,,,,2024-02-16 08:39:45.352173
"a9ae0a48-2066-406c-a409-0b8f6d4fed54.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,row_count,11,,,,,2024-02-16 08:39:44.000000,,,,2024-02-16 08:39:45.352173
"a9ae0a48-2066-406c-a409-0b8f6d4fed54.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,build_timestamp,1708069185.169069,,,,,2024-02-16 08:39:45.000000,,,,2024-02-16 08:39:45.352173
"a9ae0a48-2066-406c-a409-0b8f6d4fed54.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,row_count,3,,,,,2024-02-16 08:39:45.000000,,,,2024-02-16 08:39:45.352173
"31ec435a-b9ee-4176-94b7-00bec0cd801f.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,build_timestamp,1708069320.983981,,,,,2024-02-16 08:42:01.000000,,,,2024-02-16 08:42:01.655732
"31ec435a-b9ee-4176-94b7-00bec0cd801f.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,row_count,11,,,,,2024-02-16 08:42:01.000000,,,,2024-02-16 08:42:01.655732
"31ec435a-b9ee-4176-94b7-00bec0cd801f.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,build_timestamp,1708069321.487981,,,,,2024-02-16 08:42:01.000000,,,,2024-02-16 08:42:01.655732
"31ec435a-b9ee-4176-94b7-00bec0cd801f.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,row_count,3,,,,,2024-02-16 08:42:01.000000,,,,2024-02-16 08:42:01.655732
"3520cae6-5da9-490e-8b13-bf7d6346412b.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,build_timestamp,1708069362.41481,,,,,2024-02-16 08:42:42.000000,,,,2024-02-16 08:42:43.183008
"3520cae6-5da9-490e-8b13-bf7d6346412b.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,row_count,11,,,,,2024-02-16 08:42:42.000000,,,,2024-02-16 08:42:43.183008
"3520cae6-5da9-490e-8b13-bf7d6346412b.""postgres"".""transformed_view_selection_tool"".""fct_destination_nodes""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_DESTINATION_NODES,,build_timestamp,1708069362.774344,,,,,2024-02-16 08:42:42.000000,,,,2024-02-16 08:42:43.183008
"3520cae6-5da9-490e-8b13-bf7d6346412b.""postgres"".""transformed_view_selection_tool"".""fct_destination_nodes""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_DESTINATION_NODES,,row_count,1,,,,,2024-02-16 08:42:42.000000,,,,2024-02-16 08:42:43.183008
"3520cae6-5da9-490e-8b13-bf7d6346412b.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,build_timestamp,1708069363.028344,,,,,2024-02-16 08:42:43.000000,,,,2024-02-16 08:42:43.183008
"3520cae6-5da9-490e-8b13-bf7d6346412b.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,row_count,3,,,,,2024-02-16 08:42:43.000000,,,,2024-02-16 08:42:43.183008
"5f5c5853-2ee3-49a1-abbe-b4b4932259a0.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,build_timestamp,1708069573.044002,,,,,2024-02-16 08:46:13.000000,,,,2024-02-16 08:46:13.718957
"5f5c5853-2ee3-49a1-abbe-b4b4932259a0.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,row_count,11,,,,,2024-02-16 08:46:13.000000,,,,2024-02-16 08:46:13.718957
"5f5c5853-2ee3-49a1-abbe-b4b4932259a0.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,build_timestamp,1708069573.587494,,,,,2024-02-16 08:46:13.000000,,,,2024-02-16 08:46:13.718957
"5f5c5853-2ee3-49a1-abbe-b4b4932259a0.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,row_count,3,,,,,2024-02-16 08:46:13.000000,,,,2024-02-16 08:46:13.718957
"99ad329c-9f3c-48c6-ab33-339a2b092bf1.""postgres"".""transformed_view_selection_tool"".""fct_destination_nodes""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_DESTINATION_NODES,,build_timestamp,1708069973.7301,,,,,2024-02-16 08:52:53.000000,,,,2024-02-16 08:52:54.574220
"99ad329c-9f3c-48c6-ab33-339a2b092bf1.""postgres"".""transformed_view_selection_tool"".""fct_destination_nodes""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_DESTINATION_NODES,,row_count,1,,,,,2024-02-16 08:52:53.000000,,,,2024-02-16 08:52:54.574220
"99ad329c-9f3c-48c6-ab33-339a2b092bf1.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,build_timestamp,1708069973.969105,,,,,2024-02-16 08:52:53.000000,,,,2024-02-16 08:52:54.574220
"99ad329c-9f3c-48c6-ab33-339a2b092bf1.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,row_count,11,,,,,2024-02-16 08:52:53.000000,,,,2024-02-16 08:52:54.574220
"99ad329c-9f3c-48c6-ab33-339a2b092bf1.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,build_timestamp,1708069974.40962,,,,,2024-02-16 08:52:54.000000,,,,2024-02-16 08:52:54.574220
"99ad329c-9f3c-48c6-ab33-339a2b092bf1.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,row_count,3,,,,,2024-02-16 08:52:54.000000,,,,2024-02-16 08:52:54.574220
"e4e5b1e1-3a62-4707-905c-ceed0afa1ce4.""postgres"".""transformed_view_selection_tool"".""fct_destination_nodes""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_DESTINATION_NODES,,build_timestamp,1708070397.889744,,,,,2024-02-16 08:59:57.000000,,,,2024-02-16 08:59:58.698572
"e4e5b1e1-3a62-4707-905c-ceed0afa1ce4.""postgres"".""transformed_view_selection_tool"".""fct_destination_nodes""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_DESTINATION_NODES,,row_count,1,,,,,2024-02-16 08:59:57.000000,,,,2024-02-16 08:59:58.698572
"e4e5b1e1-3a62-4707-905c-ceed0afa1ce4.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,build_timestamp,1708070398.091747,,,,,2024-02-16 08:59:58.000000,,,,2024-02-16 08:59:58.698572
"e4e5b1e1-3a62-4707-905c-ceed0afa1ce4.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,row_count,11,,,,,2024-02-16 08:59:58.000000,,,,2024-02-16 08:59:58.698572
"e4e5b1e1-3a62-4707-905c-ceed0afa1ce4.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,build_timestamp,1708070398.544727,,,,,2024-02-16 08:59:58.000000,,,,2024-02-16 08:59:58.698572
"e4e5b1e1-3a62-4707-905c-ceed0afa1ce4.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,row_count,3,,,,,2024-02-16 08:59:58.000000,,,,2024-02-16 08:59:58.698572
"6ceb8b89-58f9-4bfd-9d9f-22c8bc98f8b7.""postgres"".""transformed_view_selection_tool"".""fct_model_dependencies""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_MODEL_DEPENDENCIES,,build_timestamp,1708073059.457129,,,,,2024-02-16 09:44:19.000000,,,,2024-02-16 09:44:20.454452
"6ceb8b89-58f9-4bfd-9d9f-22c8bc98f8b7.""postgres"".""transformed_view_selection_tool"".""fct_model_dependencies""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_MODEL_DEPENDENCIES,,row_count,11,,,,,2024-02-16 09:44:19.000000,,,,2024-02-16 09:44:20.454452
"6ceb8b89-58f9-4bfd-9d9f-22c8bc98f8b7.""postgres"".""transformed_view_selection_tool"".""fct_destination_nodes""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_DESTINATION_NODES,,build_timestamp,1708073059.516134,,,,,2024-02-16 09:44:19.000000,,,,2024-02-16 09:44:20.454452
"6ceb8b89-58f9-4bfd-9d9f-22c8bc98f8b7.""postgres"".""transformed_view_selection_tool"".""fct_destination_nodes""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_DESTINATION_NODES,,row_count,1,,,,,2024-02-16 09:44:19.000000,,,,2024-02-16 09:44:20.454452
"6ceb8b89-58f9-4bfd-9d9f-22c8bc98f8b7.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,build_timestamp,1708073059.879131,,,,,2024-02-16 09:44:19.000000,,,,2024-02-16 09:44:20.454452
"6ceb8b89-58f9-4bfd-9d9f-22c8bc98f8b7.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,row_count,11,,,,,2024-02-16 09:44:19.000000,,,,2024-02-16 09:44:20.454452
"6ceb8b89-58f9-4bfd-9d9f-22c8bc98f8b7.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,build_timestamp,1708073060.305349,,,,,2024-02-16 09:44:20.000000,,,,2024-02-16 09:44:20.454452
"6ceb8b89-58f9-4bfd-9d9f-22c8bc98f8b7.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,row_count,3,,,,,2024-02-16 09:44:20.000000,,,,2024-02-16 09:44:20.454452
"e417d8bd-5b71-4f60-953b-bd73018403d5.""postgres"".""transformed_view_selection_tool"".""fct_model_dependencies""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_MODEL_DEPENDENCIES,,build_timestamp,1708075144.119856,,,,,2024-02-16 10:19:04.000000,,,,2024-02-16 10:19:04.879098
"e417d8bd-5b71-4f60-953b-bd73018403d5.""postgres"".""transformed_view_selection_tool"".""fct_model_dependencies""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_MODEL_DEPENDENCIES,,row_count,11,,,,,2024-02-16 10:19:04.000000,,,,2024-02-16 10:19:04.879098
"e417d8bd-5b71-4f60-953b-bd73018403d5.""postgres"".""transformed_view_selection_tool"".""fct_destination_nodes""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_DESTINATION_NODES,,build_timestamp,1708075144.105846,,,,,2024-02-16 10:19:04.000000,,,,2024-02-16 10:19:04.879098
"e417d8bd-5b71-4f60-953b-bd73018403d5.""postgres"".""transformed_view_selection_tool"".""fct_destination_nodes""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_DESTINATION_NODES,,row_count,1,,,,,2024-02-16 10:19:04.000000,,,,2024-02-16 10:19:04.879098
"e417d8bd-5b71-4f60-953b-bd73018403d5.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,build_timestamp,1708075144.360851,,,,,2024-02-16 10:19:04.000000,,,,2024-02-16 10:19:04.879098
"e417d8bd-5b71-4f60-953b-bd73018403d5.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,row_count,11,,,,,2024-02-16 10:19:04.000000,,,,2024-02-16 10:19:04.879098
"e417d8bd-5b71-4f60-953b-bd73018403d5.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,build_timestamp,1708075144.739849,,,,,2024-02-16 10:19:04.000000,,,,2024-02-16 10:19:04.879098
"e417d8bd-5b71-4f60-953b-bd73018403d5.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,row_count,3,,,,,2024-02-16 10:19:04.000000,,,,2024-02-16 10:19:04.879098
"38cb601f-a8bd-469f-8c2f-a4c780875972.""postgres"".""transformed_view_selection_tool"".""fct_destination_nodes""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_DESTINATION_NODES,,build_timestamp,1708075281.816511,,,,,2024-02-16 10:21:21.000000,,,,2024-02-16 10:21:23.042708
"38cb601f-a8bd-469f-8c2f-a4c780875972.""postgres"".""transformed_view_selection_tool"".""fct_destination_nodes""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_DESTINATION_NODES,,row_count,1,,,,,2024-02-16 10:21:21.000000,,,,2024-02-16 10:21:23.042708
"38cb601f-a8bd-469f-8c2f-a4c780875972.""postgres"".""transformed_view_selection_tool"".""fct_model_dependencies""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_MODEL_DEPENDENCIES,,build_timestamp,1708075281.822511,,,,,2024-02-16 10:21:21.000000,,,,2024-02-16 10:21:23.042708
"38cb601f-a8bd-469f-8c2f-a4c780875972.""postgres"".""transformed_view_selection_tool"".""fct_model_dependencies""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_MODEL_DEPENDENCIES,,row_count,11,,,,,2024-02-16 10:21:21.000000,,,,2024-02-16 10:21:23.042708
"38cb601f-a8bd-469f-8c2f-a4c780875972.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,build_timestamp,1708075282.237404,,,,,2024-02-16 10:21:22.000000,,,,2024-02-16 10:21:23.042708
"38cb601f-a8bd-469f-8c2f-a4c780875972.""postgres"".""transformed_view_selection_tool"".""fct_all_models_plus_code""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_ALL_MODELS_PLUS_CODE,,row_count,11,,,,,2024-02-16 10:21:22.000000,,,,2024-02-16 10:21:23.042708
"38cb601f-a8bd-469f-8c2f-a4c780875972.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,build_timestamp,1708075282.815499,,,,,2024-02-16 10:21:22.000000,,,,2024-02-16 10:21:23.042708
"38cb601f-a8bd-469f-8c2f-a4c780875972.""postgres"".""transformed_view_selection_tool"".""fct_avg_maintenance_fractions""",POSTGRES.TRANSFORMED_VIEW_SELECTION_TOOL.FCT_AVG_MAINTENANCE_FRACTIONS,,row_count,3,,,,,2024-02-16 10:21:22.000000,,,,2024-02-16 10:21:23.042708
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""data_monitoring_metrics""",POSTGRES.TRANSFORMED_ELEMENTARY.DATA_MONITORING_METRICS,,build_timestamp,1708416421.281703,,,,,2024-02-20 09:07:01.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""data_monitoring_metrics""",POSTGRES.TRANSFORMED_ELEMENTARY.DATA_MONITORING_METRICS,,row_count,302,,,,,2024-02-20 09:07:01.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_invocations""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_INVOCATIONS,,build_timestamp,1708416426.891236,,,,,2024-02-20 09:07:07.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_invocations""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_INVOCATIONS,,row_count,28,,,,,2024-02-20 09:07:07.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_run_results""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_RUN_RESULTS,,build_timestamp,1708416426.963182,,,,,2024-02-20 09:07:07.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_run_results""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_RUN_RESULTS,,row_count,506,,,,,2024-02-20 09:07:07.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_exposures""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_EXPOSURES,,build_timestamp,1708416428.924078,,,,,2024-02-20 09:07:09.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_exposures""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_EXPOSURES,,row_count,0,,,,,2024-02-20 09:07:09.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_seeds""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_SEEDS,,build_timestamp,1708416429.164642,,,,,2024-02-20 09:07:09.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_seeds""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_SEEDS,,row_count,0,,,,,2024-02-20 09:07:09.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_metrics""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_METRICS,,build_timestamp,1708416429.214641,,,,,2024-02-20 09:07:09.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_metrics""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_METRICS,,row_count,0,,,,,2024-02-20 09:07:09.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_columns""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_COLUMNS,,build_timestamp,1708416429.914545,,,,,2024-02-20 09:07:09.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_columns""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_COLUMNS,,row_count,195,,,,,2024-02-20 09:07:09.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_snapshots""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_SNAPSHOTS,,build_timestamp,1708416430.199544,,,,,2024-02-20 09:07:10.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_snapshots""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_SNAPSHOTS,,row_count,0,,,,,2024-02-20 09:07:10.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_models""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_MODELS,,build_timestamp,1708416430.507546,,,,,2024-02-20 09:07:10.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_models""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_MODELS,,row_count,54,,,,,2024-02-20 09:07:10.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_source_freshness_results""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_SOURCE_FRESHNESS_RESULTS,,build_timestamp,1708416430.860458,,,,,2024-02-20 09:07:10.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_source_freshness_results""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_SOURCE_FRESHNESS_RESULTS,,row_count,0,,,,,2024-02-20 09:07:10.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""metadata""",POSTGRES.TRANSFORMED_ELEMENTARY.METADATA,,build_timestamp,1708416430.994455,,,,,2024-02-20 09:07:11.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""metadata""",POSTGRES.TRANSFORMED_ELEMENTARY.METADATA,,row_count,1,,,,,2024-02-20 09:07:11.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""elementary_test_results""",POSTGRES.TRANSFORMED_ELEMENTARY.ELEMENTARY_TEST_RESULTS,,build_timestamp,1708416431.554526,,,,,2024-02-20 09:07:11.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""elementary_test_results""",POSTGRES.TRANSFORMED_ELEMENTARY.ELEMENTARY_TEST_RESULTS,,row_count,0,,,,,2024-02-20 09:07:11.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""schema_columns_snapshot""",POSTGRES.TRANSFORMED_ELEMENTARY.SCHEMA_COLUMNS_SNAPSHOT,,build_timestamp,1708416431.761232,,,,,2024-02-20 09:07:11.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""schema_columns_snapshot""",POSTGRES.TRANSFORMED_ELEMENTARY.SCHEMA_COLUMNS_SNAPSHOT,,row_count,0,,,,,2024-02-20 09:07:11.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_tests""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_TESTS,,build_timestamp,1708416431.844231,,,,,2024-02-20 09:07:11.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_tests""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_TESTS,,row_count,0,,,,,2024-02-20 09:07:11.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_sources""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_SOURCES,,build_timestamp,1708416431.924228,,,,,2024-02-20 09:07:11.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""dbt_sources""",POSTGRES.TRANSFORMED_ELEMENTARY.DBT_SOURCES,,row_count,10,,,,,2024-02-20 09:07:11.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""test_result_rows""",POSTGRES.TRANSFORMED_ELEMENTARY.TEST_RESULT_ROWS,,build_timestamp,1708416437.174566,,,,,2024-02-20 09:07:17.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed_elementary"".""test_result_rows""",POSTGRES.TRANSFORMED_ELEMENTARY.TEST_RESULT_ROWS,,row_count,0,,,,,2024-02-20 09:07:17.000000,,,,2024-02-20 09:07:20.176116
"02911711-085a-4aa8-b7f8-e2f2f36cb1be.""postgres"".""transformed"".""int_transactions_and_accounts_and_groups_joined""",POSTGRES.TRANSFORMED.INT_TRANSACTIONS_AND_ACCOUNTS_AND_GROUPS_JOINED,,build_timestamp,1708416437.727967,,,,,2024-02-20 09:07:17.000000,,,,2024-02-20 09:07:20.176116
